domain,category,last_pos,length_tokens,prompt
news,VERB,VERB,18,"A man was caught trying to smuggle more than $770,000 out of the U.S. in cash hidden"
news,VERB,VERB,16,"Christie, 54, is the subject of an ITV4 documentary on Tuesday, which offers"
news,VERB,VERB,16,LaMarcus Aldridge believes his Portland Trail Blazers side have learned from last season's NBA play
news,VERB,VERB,16,The Prime Minister said that he 'loves public service' and would continue to serve
news,VERB,VERB,17,A dog is dead and two people are being questioned by authorities after a pickup truck drove
news,VERB,VERB,16,Prosecutors want panels of the boat in which Boston Marathon bombing suspect Dzhokhar Tsarnaev was found
news,DET,DET,16,"Olive oil has long been linked with lower levels of cholesterol, blood pressure and a"
news,DET,DET,16,Southampton's early exit from the FA Cup means that Ronald Koeman's side have a
news,DET,DET,16,Sam Allardyce's uneasy relationship with the locals at West Ham United is down to the
news,DET,DET,16,"Fuel retailers are ripping off the public and businesses on diesel charges, according to the"
news,DET,DET,16,The 67-year-old former first lady did not acquire nor use a
news,DET,DET,16,Louis Van Gaal said this week it could take £60million man Angel di Maria a
news,DET,DET,16,"India’s groundbreaking Mars Orbiter Mission (Mom) has returned stunning images, revealing an"
news,DET,DET,16,Winston Churchill planned to tempt America into joining World War Two by offering the country a
news,DET,DET,16,Peter Lawwell called it the ‘Le Guen hump’ and for certain Celtic players the
news,DET,DET,16,The entire field is separated by just six shots heading into the final round of the
news,DET,DET,17,England have the biggest representation on a 12-strong shortlist announced by tournament organisers for this
news,DET,DET,17,"The Hoops have been ordered to pay £5,861 after collecting five or more cautions during the"
news,DET,DET,16,"Lisa Orsi, who died in Singapore this morning after suffering extreme altitude sickness on a"
news,DET,DET,21,"The Ukrainian side advanced to the quarter-finals of the competition, with a 5-2 win on the"
news,DET,DET,16,The NewsTribune reports that the Aurora teenager hopped a wooden railing and left a
news,DET,DET,16,"Disregarding Israel's already strained bilateral relations with the United States, Netanyahu readily risked the"
news,DET,DET,17,"ARCA driver Will Kimmel was uninjured after flying over a concrete retaining wall, flipping into a"
news,DET,DET,18,"To mark the launch of the Jeff Astle Foundation, the Baggies will don a replica of the"
news,DET,DET,16,"However, when the teenager returned to classes at West St. Francis County R-4 this"
news,DET,DET,16,Authorities in Deer Park say a manager from the store followed a foul odor to a
news,ADJ,ADJ,16,Apple’s Touch ID is fast and accurate-until your hand is even the slightest
news,ADJ,ADJ,16,"Edward Metcalfe claimed that the death of Tracey Topliss, 47, had been a tragic"
news,ADJ,ADJ,16,Australian Taxation Office (ATO) agents have been found to have engaged in 'conscious
news,ADJ,ADJ,16,Not even the re-introduction of top goalscorer Adam Johnson-on as a second
news,ADJ,ADJ,18,The Deputy Prime Minister and Lib Dem leader will give an exclusive interview to the world's biggest
news,ADJ,ADJ,16,The Copa del Rey final is making headlines in Spain as the venue of the prestigious
news,ADJ,ADJ,17,Former US child prodigy Freddy Adu has finally found a new club after signing for Finnish
news,ADJ,ADJ,16,"Burrowed underground, a grubby five-year-old boy peeks expectantly around a makeshift"
news,ADJ,ADJ,23,"Around 1,000 youngsters from China and Russia are paying up to £15,000 a year to attend a handful of England's best"
news,ADJ,ADJ,17,The 47-year-old Uruguayan was sacked on Monday in the wake of an horrendous
news,ADJ,ADJ,17,The Italy international announced he was the father to the two-year-old a little
news,ADJ,ADJ,21,The heartbroken parents of a beautiful four-week-old baby boy who died due to complications arising from whooping
news,ADJ,ADJ,16,"Each of the 1,000 pieces in the '1000 Colours' puzzle is a completely different"
news,ADJ,ADJ,24,Formula One champion and Australian Grand Prix winner Lewis Hamilton has responded to calls for changes to tackle Mercedes' dominance by saying other
news,ADJ,ADJ,16,"Consumption of eggs rose by 2.4 per cent in 2014, the equivalent of 700,000 extra"
news,ADJ,ADJ,20,Thousands of British holidaymakers were trapped in the French Alps after a giant 50-tonne boulder blocked a main
news,ADJ,ADJ,19,"No 1 Novak Djokovic back in January, while after reaching the semi-final in Indian Wells last"
news,ADJ,ADJ,17,"Prince Harry, who set up Sentebale, a charity that provides healthcare and education to vulnerable"
news,ADJ,ADJ,16,Vera Kowalski (pictured) arrived in Adelaide airport this morning and travelled to the remote
news,ADJ,ADJ,17,The move follows a public outcry after an image of a woman going topless in the common
news,PRON,PRON,16,"From cute animals to Benedict Cumberbatch and even the Queen, it seems that virtually everyone"
news,PRON,PRON,16,A stripper is accused of almost killing a Canadian tourist in Miami after plowing into him
news,PRON,PRON,16,West Midlands Police released the footage in a bid to trace the young man who
news,PRON,PRON,16,"Unsurprisingly, celebrity chefs such as Anthony Bourdain and Donatella Arpaia want more from their"
news,PRON,PRON,16,Bournemouth let their promotion rivals steal a march at the top of the Championship after they
news,PRON,PRON,17,Both fighters can expect to be tested under the US Anti-Doping Association programme to which
news,PRON,PRON,20,"The pair is part of a group of experts, known collectively as the Future of Life Institute, who"
news,PRON,PRON,16,"Now, scientists believe the first four-limbed vertebrates, known as tetrapods, that"
news,PRON,PRON,16,A derelict block of public toilets certainly doesn't jump to mind when thinking of your
news,PRON,PRON,20,Jose Mourinho has hit out at Sportsmail columnist Jamie Carragher and his fellow Sky Sports pundit Graeme Souness following their
news,PRON,PRON,23,"In documents lodged at the Central London Employment Tribunal, the father-of-three from Maidstone in Kent, said he"
news,PRON,PRON,20,"There is plenty of potential the case, King v. Burwell, will succeed in halting the insurance subsidies that"
news,PRON,PRON,19,There was growing outrage last night that Stephen Hester will get such a huge sum from a bank that
news,PRON,PRON,16,"With the Spanish giants trailing 1-0 at San Mames, the Welshman produced what"
news,PRON,PRON,23,The politician allegedly replied as 'B***h Boy' to an advert the adult actress put out looking for a submissive client who
news,PRON,PRON,19,Under the new regime banks will have to consult with local communities before any branch closure and ensure there
news,PRON,PRON,22,"Now in a new episode of Britain's Darkest Taboos, which aired yesterday on the CI channel, Franky, her"
news,PRON,PRON,16,The pair arranged to go on holiday together in Istanbul and Tracy said at first it
news,PRON,PRON,25,The new colour scheme was displayed on the team's Twitter page with the hashtag '#BackInColour' as Red Bull returned to their
news,PRON,PRON,16,"Soon after Andrew Chan and Myuran Sukumaran were denied clemency, Dwi Trisna Firmansyah had his"
news,AUX,AUX,16,"Tatil, a Finnish lightweight, has lost just once in 25 fights while Sims has"
news,AUX,AUX,16,An Afghan woman who was savagely beaten to death in the streets of Kabul was
news,AUX,AUX,16,John Prescott was accused of being an 'apologist for terrorism' after saying Britain was
news,AUX,AUX,16,A woman whose fiancé passed away suddenly while at work has won a battle to be
news,AUX,AUX,16,"Saudi Arabia has launched military operations in neighboring Yemen, where for months Houthi rebels have"
news,AUX,AUX,18,Estonian driver Ott Tanak was back in the Rally of Mexico on Saturday after his submerged Ford was
news,AUX,AUX,18,"A version of the worrying video, distorted here to protect the identities of the children, has"
news,AUX,AUX,18,Robson is not said to have suffered any major setback but wants to be sure the area is
news,AUX,AUX,17,"The band's Wikipedia page was also quickly updated with a sentence,""Zayn Malik was"
news,AUX,AUX,19,"The Spanish winger, bought for £3.25m by Paul Lambert in the January transfer window, has"
news,AUX,AUX,18,A woman who was caught on CCTV performing a sex act on a man in a lift has
news,AUX,AUX,17,"Ten bridges feature in the collection of first-class stamps, while a special postmark will"
news,AUX,AUX,17,"Called ""Confirmation,"" the telepic—which is in development from HBO Films—will"
news,AUX,AUX,16,"Philippa Perry, 57, has claimed that easy access to explicit videos and images has"
news,AUX,AUX,16,"Punishment for troll: Jason 'Jay' Page, 20, from Telford, has"
news,AUX,AUX,19,The professor of education at Cambridge University called for further measures to ensure more students from disadvantaged backgrounds were
news,AUX,AUX,19,"In the sunshine, the village looked pristine, with pretty wooden chalets stacked against mountain pastures which would"
news,AUX,AUX,17,"Debbie Hughes, 57, pictured on today's Lorraine said there are no downsides to being"
news,AUX,AUX,19,"QPR appointed Ramsey last month unexpectedly after Harry Redknapp left the club, and Pardew believes the appointment was"
news,AUX,AUX,23,"Mrs Pantazis and her husband Bill, 36, are in the middle of building a house, and said that Eli has"
news,CCONJ+SCONJ,CCONJ,16,The sound designer for the 1993 firm has revealed some secrets of Jurassic Park-and
news,CCONJ+SCONJ,SCONJ,16,The slow start to the nation's tornado season came to a blustery end Wednesday when
news,CCONJ+SCONJ,CCONJ,16,A man who tipped the scales at 35 stone due to years of binge drinking and
news,CCONJ+SCONJ,SCONJ,16,Students at a high school in southern California returned to class on Monday to discover that
news,CCONJ+SCONJ,CCONJ,17,The Swede scored 20 goals when on loan in Rotterdam in the 2011-12 season and
news,CCONJ+SCONJ,SCONJ,16,A German professor has been forced to apologise for declining an Indian student's internship because
news,CCONJ+SCONJ,SCONJ,16,A lovesick American teenager almost died after getting drunk and nearly drowning in a river when
news,CCONJ+SCONJ,SCONJ,17,There is also a feeling at a club that has a history of brilliant front threes that
news,CCONJ+SCONJ,SCONJ,16,Egyptian authorites have launched an investigation after a European porn star filmed a graphic movie while
news,CCONJ+SCONJ,SCONJ,17,The England goalkeeper has backed his Manchester City team-mate ahead of the Barcelona star when
news,CCONJ+SCONJ,SCONJ,17,Tiger Woods has dropped out of the world's top 100 golfers for the first time since
news,CCONJ+SCONJ,CCONJ,16,Novak Djokovic is the ultimate problem for everyone in men’s tennis to solve—and
news,CCONJ+SCONJ,SCONJ,18,"The Washington County coroner announced Shanice Clark's cause of death on Monday, nearly two months after"
news,CCONJ+SCONJ,CCONJ,20,"New Zealand snoops on the phone calls, emails, Internet browsing sessions and online chats of government ministers and"
news,CCONJ+SCONJ,SCONJ,16,The adopted son of convicted child molester Jerry Sandusky still lives in the Pennsylvania town where
news,CCONJ+SCONJ,CCONJ,21,"The research, which tracked participants for 18 months, suggests there is a fine line between self-esteem and"
news,CCONJ+SCONJ,CCONJ,17,The bulb contains a filament-shaped LED coated in the super-strong carbon and
news,CCONJ+SCONJ,CCONJ,16,"Australian Federal Police officers seized $2.1 million in cash, a $90,000 car and"
news,CCONJ+SCONJ,CCONJ,17,"Adam Lanza, 20, used the assault rifle to kill 20 first-grade students and"
news,CCONJ+SCONJ,SCONJ,22,"Characters from the likes of Toy Story and Lord of the Rings were also featured in entertaining send-ups, as"
news,ADV,ADV,16,If you like the idea of having a conversation with your pet cat then you better
news,ADV,ADV,17,A Buddha statue containing a mummified monk was actually stolen from a village temple twenty years ago
news,ADV,ADV,16,Brighton midfielder Rohan Ince is being chased by a host of top-flight clubs ahead
news,ADV,ADV,16,Kris Commons says he wants Celtic’s arch-rivals Rangers in the Scottish Premiership as
news,ADV,ADV,16,UFC president Dana White was forced to hold featherweight champion Jose Aldo and Conor McGregor apart
news,ADV,ADV,17,"Detective Superintendent Brent Warren told the ABC that two boys, aged five and six, allegedly"
news,ADV,ADV,17,"Police officers in Lancaster County, Nebraska, stopped the man's vehicle at around 9 p.m."
news,ADV,ADV,21,Fishermen have found the body of an English cyclist floating in the sea off one of the French Riviera’s most
news,ADV,ADV,17,Former Wimbledon tennis champion Boris Becker arrived at tonight's Champions League fixture at Stamford Bridge inadvertently
news,ADV,ADV,20,The victim of a road rage shooting in Houston rush-hour traffic has been released after the hospital just
news,ADV,ADV,18,Everton manager Roberto Martinez hailed the Toffees'2-1 win against QPR as the 'most
news,ADV,ADV,23,"Miss Stuart's father, Don Stuart, told KTLA that his daughter had lost weight since the photos (seen above"
news,ADV,ADV,24,"Richard Burnett, the chief executive of the Road Haulage Association, told the Telegraph: 'We need George Osborne to dig deep"
news,ADV,ADV,16,"Malcolm Fraser adored the Whitney Houston film The Bodyguard, pigged out eating ice cream straight"
news,ADV,ADV,16,One in four picked the Merseyside MP and former arch Blairite whose politics have become notably
news,ADV,ADV,20,A video showing Johnson bleeding from his head while being held down by an officer in Charlottesville was shared widely
news,ADV,ADV,18,"Alexandra 'Al' Capone, 40, from Worthing, West Sussex, was arrested after allegedly"
news,ADV,ADV,18,"If your name's not down...: Membership of the club is based on creativity, rather"
news,ADV,ADV,23,"Mauled: McKinley Worthington, right with his father, Aaron, was bitten by the dog during a family day out"
news,ADV,ADV,16,Travis says he thinks the girls hit a bump causing McKinzy to fall out head first
wiki,NOUN,NOUN,16,"Direct connection ramps (two levels), eliminating the left exits of the modified cloverleaf"
wiki,NOUN,NOUN,16,"Eastern Area Command, considered a de facto operational headquarters owing to the preponderance of combat"
wiki,NOUN,NOUN,16,"I don't preach my atheism, but I have a huge amount of respect"
wiki,NOUN,NOUN,16,"However, Lee sent more ammunition and gunpowder over from the mainland, and the defenders"
wiki,NOUN,NOUN,16,"In 1884, the mill was sold by auction, and Henry Bryant purchased the freehold"
wiki,NOUN,NOUN,16,"Though Camp Zachary Taylor was abandoned after World War I, Fort Knox became the home"
wiki,NOUN,NOUN,16,"At any rate, the imperial envoys did not get back to Yunnan in due time"
wiki,NOUN,NOUN,16,"After Edson's Ridge, the Japanese continued to send troops to Guadalcanal for further attempts"
wiki,NOUN,NOUN,16,"Thirteen Years Later ""as being"" one of the most gruelling "" of the series"
wiki,NOUN,NOUN,16,"The current name was said to be subject to further change, prior to the release"
wiki,NOUN,NOUN,16,I have always hated anybody who is not tolerant of gay men or lesbians or bisexuals
wiki,NOUN,NOUN,16,"During the band's first show in New York City following the attacks, the band"
wiki,NOUN,NOUN,16,"Following the end of the early fighting, the Australian advance towards the main Japanese concentration"
wiki,NOUN,NOUN,16,In ancient times the sculpture was broken and the upper portion was moved to the summit
wiki,NOUN,NOUN,16,Thunderstorms in the summer months tend to be more isolated and often produce dry lightning strikes
wiki,NOUN,NOUN,16,"Berea College, a private college in eastern Kentucky that had been integrated since the 1850s"
wiki,NOUN,NOUN,16,B 'alaj Chan K 'awiil was installed on the throne of the new outpost
wiki,NOUN,NOUN,16,"The private lands are mainly used for ranching along mountain streams, while the BLM lands"
wiki,NOUN,NOUN,16,"Capturing the gunboats in a bloodless attack, Cooke then released his prisoners and sailed southwards"
wiki,NOUN,NOUN,16,"Victoria was subsequently used for patrol duties and logistic support, although a number of personnel"
wiki,PROPN,PROPN,16,"New Line was reported to be negotiating with Gordon to return as director, with Bateman"
wiki,PROPN,PROPN,16,"A final ""weak"" attack by the Kuma unit on the evening of 15 September"
wiki,PROPN,PROPN,16,"The first contingents of infantry from Victoria, South Australia, Western Australia, and Tasmania"
wiki,PROPN,PROPN,16,North Korean forces continued toward the port of Pusan and two days later the United States
wiki,PROPN,PROPN,16,"As a part of these, the 24th Infantry Battalion sent a company across the Hongorai"
wiki,PROPN,PROPN,16,"The song, particularly in the refrain, conflates race and economics by referring to Caucasians"
wiki,PROPN,PROPN,16,"The Meridian Downtown Historic District is a combination of two older districts, the Meridian Urban"
wiki,PROPN,PROPN,16,"In Australia, the song was reworked as ""Canberra Blues"" by The Bitter Lemons"
wiki,PROPN,PROPN,16,"Tim Hardaway, Jr. was named the Big Ten Player of the Week, and Trey"
wiki,PROPN,PROPN,16,"Cole Trickle, the main character in the movie Days of Thunder, played by Tom"
wiki,PROPN,PROPN,16,"The colonies had gained responsible government between 1855 and 1890, and while the Colonial Office"
wiki,PROPN,PROPN,16,"The film likely had a wide national release, with advertisements in theaters known in Indiana"
wiki,PROPN,PROPN,16,"In 1920, the King's International Highway linked Vancouver, British Columbia, to Halifax"
wiki,PROPN,PROPN,16,"Other sports fields include the Meridian Jaycee Soccer Complex, Sykes Park, and Phil Hardin"
wiki,PROPN,PROPN,16,"As a part of the invasion force under the UN Supreme Commander, General Douglas MacArthur"
wiki,PROPN,PROPN,16,"Along major highways, the city is 93 mi (150 km) east of Jackson"
wiki,PROPN,PROPN,16,"As of October 2011, even though the old bridge was demolished and replaced, MDOT"
wiki,PROPN,PROPN,16,At Fire Support Bases Coral and Balmoral the Australians had clashed with regular North Vietnamese Army
wiki,PROPN,PROPN,16,"The mountains are about 150 miles (240 km) directly southwest of Boise, Idaho"
wiki,PROPN,PROPN,16,"Under the light of parachute flares dropped by at least one Japanese floatplane, the Marines"
wiki,PUNCT,PUNCT,16,"The state built a new bridge over the Manistique River in 1983, bypassing downtown."
wiki,PUNCT,PUNCT,16,"Richard Cohen for example, writing in the Washington Post, said in 1996: """
wiki,PUNCT,PUNCT,16,"Then as now, the borderlands mostly consist of forbidding terrains of high mountain ranges."
wiki,PUNCT,PUNCT,16,"Highland Park contains picnic shelters, swimming pools, tennis courts, a baseball field,"
wiki,PUNCT,PUNCT,16,That race saw a caution for rain with five laps left before the halfway point.
wiki,PUNCT,PUNCT,16,"There were not simply plans, but at least one (assassination) attempt,"""
wiki,PUNCT,PUNCT,16,"Sheela stated that Turner's grand jury investigation ""threatened the existence of the commune"""
wiki,PUNCT,PUNCT,16,Styles and Angle faced in a Lumberjack match on the June 12 episode of Impact!
wiki,PUNCT,PUNCT,16,"The fungus forms a white, woolly mycelium on the surface of decomposing oak leaves."
wiki,PUNCT,PUNCT,16,"The guerrillas looted the wrecked cabin and some of the suitcases strewn around the site,"
wiki,PUNCT,PUNCT,16,"In other reviews, the song was called: ""uplifting"",""exhilarating"""
wiki,PUNCT,PUNCT,16,The first game was contested against Hawke's Bay in Napier on 23 June 1888.
wiki,PUNCT,PUNCT,16,Bellecourt said he complained to the University of Colorado about this as early as 1986.
wiki,PUNCT,PUNCT,16,"Time also reported a rumour that two white youths, on learning of the massacre,"
wiki,PUNCT,PUNCT,17,"However, these forces were gradually reduced with the infantry battalion withdrawn from Singapore in 1973,"
wiki,PUNCT,PUNCT,16,"Headlam continued to serve with the squadron as a flight commander until 15 January 1940,"
wiki,PUNCT,PUNCT,17,"Meridian was home to two Carnegie libraries, one for whites and one for African Americans."
wiki,PUNCT,PUNCT,16,Al was a welder for pipe construction companies and Evelyn was a field office manager.
wiki,PUNCT,PUNCT,16,"The temple has been dated to about AD 700, in the Late Classic period,"
wiki,PUNCT,PUNCT,17,"Ayola has an interest in travel, and has visited Peru and Kenya among other destinations."
wiki,ADP+PART,ADP,16,"Lennertz attempted to remain ""authentic"" to the characters ' progression from average worker to"
wiki,ADP+PART,ADP,16,The center was found to have shifted towards the new convection leading to an increase in
wiki,ADP+PART,ADP,16,The other two companies waited at the edge of the jungle for reinforcements to arrive before
wiki,ADP+PART,ADP,16,"In 2006, Ayola was shortlisted for the 'Female Performance in TV' award in"
wiki,ADP+PART,ADP,16,"Jon Pareles of The New York Times wrote regarding Carey's live vocals,"" Beyond"
wiki,ADP+PART,ADP,16,The Upper Administrative Court in Hamburg explicitly asserted in 1994 that Scientology should be viewed as
wiki,ADP+PART,ADP,16,"Blythe testified that when he wanted to see the club before the concert, Lamb of"
wiki,ADP+PART,PART,16,"After Asuma's funeral, Shikamaru sets out with the surviving members of Team 10 to"
wiki,ADP+PART,ADP,16,Further income came from the sale of guide books and a drawing of the mill by
wiki,ADP+PART,ADP,16,"Other units included artillery and engineers, while a number of RAN ships were involved in"
wiki,ADP+PART,ADP,16,The concept of the title sequence is to represent Bond trying to survive 14 months of
wiki,ADP+PART,ADP,16,Major streams that flow off the north slopes of the mountains include (from west to
wiki,ADP+PART,ADP,16,"On and around the ridge, the Marines counted 500 Japanese dead, including 200 on"
wiki,ADP+PART,ADP,19,"In 2006, the American Public Works Association named the High Five Interchange as "" Public Works Projects of"
wiki,ADP+PART,ADP,16,"One such paper is the Memo Digest, a ten to twenty page publication published during"
wiki,ADP+PART,ADP,18,"In the latter half of the 6th century AD, a serious crisis befell the city, with"
wiki,ADP+PART,ADP,16,"Lyrically outlining the horrors to come, while musically laying the groundwork for the rest of"
wiki,ADP+PART,ADP,16,US 2 in Hurley westward along State Trunk Highway 77 and northward along US 51 in
wiki,ADP+PART,PART,16,"The band were signed to Def Jam Records whose distributor, Columbia Records, refused to"
wiki,ADP+PART,ADP,16,Australians took part in all of Bomber Command's major offensives and suffered heavy losses during
wiki,VERB,VERB,16,"The city council is the legislative arm of the government, setting policy and annually adopting"
wiki,VERB,VERB,16,"The following year, Q ranked the song at number 459 in a special edition titled"
wiki,VERB,VERB,16,"The site was defeated at the end of the Early Classic by Caracol, which rose"
wiki,VERB,VERB,16,"Loeb's Department Store on Front St has remained a Mississippi clothing landmark, having passed"
wiki,VERB,VERB,16,Josephine was located in an area which was supportive for rapid intensification but was not forecast
wiki,VERB,VERB,16,"Early in each year a large convoy known as the ""China Fleet"", composed"
wiki,VERB,VERB,16,"While there have been calls for Scientology to be banned, the Church of Scientology remains"
wiki,VERB,VERB,16,"Australian troops subsequently participated in two more major battles in 1951, with the first taking"
wiki,VERB,VERB,16,"Joseph T. McCann writes in Terrorism on American Soil "" Nevertheless, he was never prosecuted"
wiki,VERB,VERB,16,"The NZRFU sent an officially sanctioned New Zealand team, captained by Ellison, to tour"
wiki,VERB,VERB,16,"Wrestlers portrayed villains, heroes, or less distinguishable characters in the scripted events that built"
wiki,VERB,VERB,16,"The organization is a member of the National Congress of State Games, which is affiliated"
wiki,VERB,VERB,16,"Unlike the indigenous peoples of New Zealand and North America, on the main Aborigines failed"
wiki,VERB,VERB,16,"In Acapulco, 380 homes were inundated by flood waters, prompting evacuations in areas built"
wiki,VERB,VERB,16,"Passing Luzon, Cooke's ships encountered a small Spanish merchant vessel, which was lured"
wiki,VERB,VERB,18,"With the defenders forewarned, Cooke abandoned his ruse and after refloating Sybille the following morning, ordered"
wiki,VERB,VERB,17,"As part of the design, the spikes swayed slightly in the wind in order to withstand"
wiki,VERB,VERB,16,"With no one in the house to share the demo with, The Edge recalls dancing"
wiki,VERB,VERB,16,"The match was played in Swansea, and the lack of local players may have contributed"
wiki,VERB,VERB,16,The University of Colorado's Research Misconduct Committee conducted a preliminary investigation into whether Churchill misrepresented
wiki,DET,DET,16,"In the Simpsons opening, these locations were substituted with places in Springfield, and The"
wiki,DET,DET,16,Churchill told the Post that he had spent some time at the Chicago office of the
wiki,DET,DET,16,"Even before Meridian reached its ""Golden Age,"" several large hotels, including the"
wiki,DET,DET,16,"In 2005, the case was reopened by the state, which brought charges in the"
wiki,DET,DET,16,Another attendee of the concert who took the stand that day did not recall seeing any
wiki,DET,DET,16,Jon Waldman of the professional wrestling section of the Canadian Online Explorer rated the show a
wiki,DET,DET,16,"After a win over Runcorn, there was a defeat to Oldham, played on a"
wiki,DET,DET,16,"Robert Springer claims that the song is ""peripheral"" to the wider study of the"
wiki,DET,DET,16,Numerous small creeks are found throughout the city and small lakes and woodlands lie in the
wiki,DET,DET,16,"While most of these deployments involved only small numbers of specialists, several led to the"
wiki,DET,DET,16,"As Madonna finished the performance of the song ""Isaac"", she took off the"
wiki,DET,DET,19,These reinforcements allowed Vandegrift—beginning on 19 September—to establish an unbroken line of defense around the
wiki,DET,DET,16,"Bond engages Graves in a fist fight, and Jinx attempts to regain control of the"
wiki,DET,DET,18,"A short distance later, the road crosses New Jersey Transit ’ s Atlantic City Line near the"
wiki,DET,DET,19,"There are traces of early agriculture at the site dating as far back as 1000 BC, in the"
wiki,DET,DET,18,"Ayola studied at Windsor Clive Primary and Glan Ely High School, and was a member of the"
wiki,DET,DET,17,"Other healthcare facilities in Meridian include the Alliance Health Center and East Mississippi State Hospital, the"
wiki,DET,DET,17,Eventually the continued development of the railroads led to an influx of railroad workers who overruled the
wiki,DET,DET,20,"As a Chunin, Shikamaru is appointed the leader of a team to prevent Sasuke Uchiha from defecting to the"
wiki,DET,DET,19,The fixture against Wellington was nearly abandoned because Scott and the Wellington Rugby Union could not agree on a
wiki,ADJ,ADJ,16,"Stephen A. Kent, writing in 1998, noted that officials at all levels of German"
wiki,ADJ,ADJ,16,There is not much evidence from Tikal that the city was directly affected by the endemic
wiki,ADJ,ADJ,16,The 58th/59th Infantry Battalion took over responsibility for Slater's Knoll replacing the 25th
wiki,ADJ,ADJ,16,These broad causeways were built of packed and plastered limestone and have been named after early
wiki,ADJ,ADJ,16,"The actress insisted on wearing a brown wig for the role, wanting to look different"
wiki,ADJ,ADJ,16,"However, due to the location of the storm, there was a lack of accurate"
wiki,ADJ,ADJ,16,Asahi was fitted with a dummy wooden main battery fore and aft to resemble an old
wiki,ADJ,ADJ,16,The highway was moved to a new alignment west of Ferry in late 1947 or early
wiki,ADJ,ADJ,17,"The game's difficulty was disputed, described as ""impossible"" by Rand and "" average"
wiki,ADJ,ADJ,16,Despite the occasional rocket and mortar attacks launched on Kariba by ZIPRA guerrillas on the northern
wiki,ADJ,ADJ,16,"North American beavers live in and along streams, as do Pacific tree frogs, western"
wiki,ADJ,ADJ,16,As a consequence of the overall allied strategy of Vietnamization and with the Australian government keen
wiki,ADJ,ADJ,19,"After some delay, the US Army decided to abandon Fort Wayne and move its soldiers to a new"
wiki,ADJ,ADJ,18,This proposed freeway was intended to provide economic development to the region as well as provide a better
wiki,ADJ,ADJ,20,"On 13 April 2006 his portrait, drawn by Stuart Pearson Wright, was unveiled as part of a new"
wiki,ADJ,ADJ,19,"The match against Trinity College was drawn 4-4, and despite Keogh not playing, the Native"
wiki,ADJ,ADJ,16,"Ferrell signed on to appear in Steve Carell's final three episodes, and the first"
wiki,ADJ,ADJ,16,"Ayola has worked in theatre, film and television, appearing in a number of Shakespearean"
wiki,ADJ,ADJ,19,Vandegrift later stated that Kawaguchi's assault on the ridge in September was the only time during the entire
wiki,ADJ,ADJ,17,"Mengele's explorations were conducted on such groups as dwarfs and twins, and included both physical"
wiki,PRON,PRON,16,"The book features two other chapters, one listing US military interventions, another listing what"
wiki,PRON,PRON,16,"Jack's in a desperate measure, but the cashier (Snake Jailbird) convinces him"
wiki,PRON,PRON,16,The only major pieces of legislation passed during Beckham's term were a tax increase that
wiki,PRON,PRON,16,"Using the combined arms techniques developed earlier at Hamel, significant gains were made on what"
wiki,PRON,PRON,16,"Other notable natives include Miss America 1986 Susan Akin, James Chaney-an activist who"
wiki,PRON,PRON,16,"According to informant statements to law enforcement, one of the conspirators was to pretend there"
wiki,PRON,PRON,17,The 8th Division and RAAF squadrons in Malaya formed a part of the British Commonwealth forces which
wiki,PRON,PRON,20,"From 1870 to 1885, trustees appointed by the City Council served on the Board of School Directors, which"
wiki,PRON,PRON,18,"On April 15, 1991, Matthews and Langford appeared in federal court in Oregon, and both"
wiki,PRON,PRON,16,The tour returned to Riverside for the final race of the season where Richmond won his
wiki,PRON,PRON,17,"After AD 400 a row of tall pyramids was added to the earlier Northern Platform, which"
wiki,PRON,PRON,18,"Styles and Angle faced in a Lumberjack match on the June 12 episode of Impact!, which"
wiki,PRON,PRON,16,"Other notable natives include Miss America 1986 Susan Akin, James Chaney-an activist who"
wiki,PRON,PRON,16,"The plot follows three friends, played by Bateman, Day, and Sudeikis, who"
wiki,PRON,PRON,18,The Standing Committee on Research Misconduct accepted the findings of the Investigative Committee but also disagreed on what
wiki,PRON,PRON,21,The main plazas were surfaced with stucco and laid at a gradient that channelled rainfall into a system of canals that
wiki,PRON,PRON,18,"Regardless, the service branches were not linked by a single chain of command however, and each"
wiki,PRON,PRON,22,"The lyrics and music were written by Slayer guitarist, Jeff Hanneman and are based on Nazi physician Josef Mengele, who"
wiki,PRON,PRON,18,"A few Marines began yelling that the Japanese were attacking with poison gas, scaring other Marines who"
wiki,PRON,PRON,18,"Even healthy and experienced climbers report great difficulty on this route, and despite the fact that there"
wiki,AUX,AUX,16,"Randy's brother Mark Blythe said the charge was "" bogus and outrageous and will be"
wiki,AUX,AUX,16,The CGI work in this movie is an order of magnitude worse than anything I have
wiki,AUX,AUX,16,Prosecutors in the case stated that the perpetrators had planned to murder Turner after he was
wiki,AUX,AUX,16,"Sega had competition from Nintendo and its mascot, Mario, in mind; Nintendo was"
wiki,AUX,AUX,16,"During the Hiatus a third stage was built over the earlier constructions, the stairway was"
wiki,AUX,AUX,16,"The two species are very similar, and can be crossed artificially, although hybrids are"
wiki,AUX,AUX,16,"The Marines were defending the Lunga perimeter that guarded Henderson Field on Guadalcanal, which was"
wiki,AUX,AUX,19,"In an emergency session, the top Japanese army and navy command staffs concluded that,"" Guadalcanal might"
wiki,AUX,AUX,17,"This central core was lifted into place in August 2004, after which the 180 spikes could"
